date,source,title,url,region,consumer_segment,sentiment_score,engagement_score,topic
2025-12-02,Google News,Strategi Kopi Kenangan Menjaga Relevansi: Lebih dari Sekadar Secangkir Kopi - Marketeers,https://news.google.com/rss/articles/CBMipAFBVV95cUxPZVo4RXlGQnRuTzZqb3M1QlVsWmkzWFk4aEVqajZaWmpvZlQ4TEVUdTBDMFhkV2U0WmVGRnI1YVcxeFVtNnhOXzdGbXdoWWs3ZEVfMndPUmdCRnB1MlNiUUlsTlZ4QUloUXQ2eGtSanF0elc0Y3hyWVNmZzQzS2JwbDFmSTJpRHIzekVvT2J3djA0bmxIUEJuajZYNDRteURuNVpIcA?oc=5,Indonesia,Brand Loyal,0.0,50,Market Trends
2025-11-29,Google News,"Arabica coffee spot price in Medan, Indonesia 2021-2025 - Statista",https://news.google.com/rss/articles/CBMikwFBVV95cUxNUWdSWmNVWWNxZUhoS0VoVVdtRW5jdVo5WW1fOVVZRzNrUWZWa0VqUkJnSUlwTl9yU0VySnVpYmJXUUFXUVV1OXRlVFBGT2JuMFdNNTRSeVAxX1RORHFVbDlwRk84aV9wTC1qRi1jblFXdmN5X1lqVk56RGdGeFJkYVpwMWNEQm5EUnZBTlRoeVBEMFE?oc=5,Indonesia,Price Sensitive,0.0,50,Pricing & Promotions
2025-11-28,Google News,"Robusta coffee spot price in Lampung, Indonesia 2021-2025 - Statista",https://news.google.com/rss/articles/CBMilgFBVV95cUxOdWl6WmxvVUNVdFNNZlYtV2MzM0tOcnA2VzVyekVybTNHTzc5aWZjaWR3NUE3dUkyVk5TVmhrVm5HanZ1ZXR0VzNBVWhzbC1JUHRjUVE2NmNpSGJCVjZBbWNHQmtsdlN6aF9hQ3pVbnZnWlhuSUVvSzRWai1neDFWaEgtcFZYaXEtSUR6UjVtRlI3QW5FMVE?oc=5,Indonesia,Price Sensitive,0.0,50,Pricing & Promotions
2025-10-31,Google News,Kopi Kenangan rayakan semangat inklusivitas lewat kampanye “Kopinya Orang Indonesia” - Campaign Indonesia,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPOGxPRGpPUDl3Qi00VWxPVWtOY3JJbVk2UEJOV2VPUzRXWkRMdTVLMVk4MnNUXy1rdDFLSm55elZmZzVyc3FkQnMyWWRvT3l6YURQaTdvNTdYVVQ4cEt4Y3JmbWdNVDR2OVNEcWNEWUtiMWM0dGdrbDBjN0ZNLUhnMG8xc0lZSUk1MjFnVDh5ZzBPRHVjOHZkWm9fY1BqekRnUHU0WUJWUTRNUy03RnFyTnFqWU1pUVY4eFhKcHg4eFR3MkdCVElLT3dUVzRhdDhsRTdmUWZGRGJ1U1VMTGxlSEE0cw?oc=5,Indonesia,Brand Loyal,0.0,50,General Discussion
2025-10-28,Google News,When a homegrown coffee concept shifts from grab-and-go to sip-and-stay - Rappler,https://news.google.com/rss/articles/CBMimwFBVV95cUxNSUx0QXFVamhMUExlaEkwWU5kTGF1MkdnODlHZF9TRzVrMWoyU1N2WEo5N3BhN2ZERm9HMWxseWsyRWVpQTFZV0x1TDJ1TGhybE5hTnNGWGpuVnBCRHZrNG01TFY4THlxNjVkYjNCTEljMkNCVTdyTDlhemw5TGM1U1oxMXlmUndHbHNHWDFyYjg4YVFnVE1kMjhrNA?oc=5,Indonesia,Convenience Seekers,0.0,50,Delivery & Apps
2025-10-02,Google News,Why 'Kopi Luwak' Comes with Such a High Price Tag - Tempo.co English,https://news.google.com/rss/articles/CBMihwFBVV95cUxPZ3pydEpFLThROXFCWVJXcFFaUlFVNmk0enhvcUZjNFhSSEV5SC1PclByTkhmYlRCWXNIY21uLW9BRmpoVkhLSnlWTnRhTlltT2JlVlU4cUlfeGhpMmZYc3IxQmtCM1hQb0dVQ2hQZUxhOUoxZkNyOUt2T1VWNVoxX3Y0aU0xOEk?oc=5,Indonesia,Price Sensitive,0.053,50,Pricing & Promotions
2025-09-10,Google News,Egg Tarts Lead the Trend on GrabFood with over 80% Growth in H1 2025 - Grab,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9EZFhjaWNUQXU1d1RGZjFJMmJic2ktN3RZcXlMV0d6aEhOUjB1alpKY1lWYUJBcENYSnZSSzBjVU9xNGtCby12UmpCc0hkVVZZVkdrX0JZZ2pybXB4all5T01QM3ZMZw?oc=5,Indonesia,Convenience Seekers,0.0,50,Delivery & Apps
2025-08-20,Google News,"Hot Coffee, Cold Trade: US Tariffs Push Bean Prices Up 14% - Jakarta Globe",https://news.google.com/rss/articles/CBMikgFBVV95cUxNSlNYVHZUMEdsN0VWX1d2bnlJa2QwTXNOa0VHQ18tdzQ1QXFtczlES2ZCckhqZ1pqSzR6TktOcmtqWFg0UzBxSEJZXzN2MXY0M1J5X0gzbTBtNEJYQ1JhUTFka0FJbTczb0wtNW1sRDVuRThleXJLaGF4ZnhmSFdPMmd0cGliYjdWWDR2ek5kdEZTdw?oc=5,Indonesia,Price Sensitive,-0.237,50,Pricing & Promotions
2024-09-04,Google News,Morning Coffee from Top Cafes in Singapore - Grab,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5kV1UydlQ5MVNvT3dRWEtKUHNaSjduanhRM2x2NDFaM0tOUldtbEUxRVFmbEM3cTdHUHpydUU0LXF3YzNqb1REMXA5UDNrY0hYR0c1SEVfRTMtcXhmUXpxOENR?oc=5,Singapore,Social Drinkers,0.333,50,General Discussion
2024-04-25,Google News,Punggol F&B home business tells Grab riders to cancel orders or clean toilets if they 'cannot wait' - Mothership,https://news.google.com/rss/articles/CBMibEFVX3lxTFBHcUxsZy1JanNiREFKN1VFbjhoSlNfUWxLdHRYT0JWMXFlelR2ZE0xYm1YbnRqLVpxYWFSMk5UT2lodS1ZVlFsSU1CYlVGeThoQ0hNcWNQMUVNZ0xaZDc5N1lFZWkxX0hkZ2ZTUA?oc=5,Indonesia,General Consumer,0.244,50,General Discussion
2024-04-12,Coffee | TechCrunch,Fellow steps away from its usual grind with $365 Aiden coffee machine,https://techcrunch.com/2024/04/12/home-coffee-brewing-aiden-machine-fellow/,APAC Regional,General Consumer,0.357,30,General Discussion
2023-12-18,Google News,Grab Thailand Unveils Food & Grocery Trends for 2023 - Grab,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5rb1NqdkhEc2hqbnF4ZWFwN2VxeWplMk9RcGx3TTJBaFh2akpNNVF3ZTZEbFFNeFNaWFFxRkRiclM0SW9ySEpTOTJvbGZtZVpBd1hBN2E3WXpzMUtSVm9SWUJ6THQ?oc=5,Thailand,General Consumer,0.0,50,Market Trends
2023-09-08,Google News,How top drinks brands on Grab make sure their products arrive still chilled - Grab,https://news.google.com/rss/articles/CBMitgFBVV95cUxNTnkwdDhsUE1PeDhvLUltTkN2dmx5bjR1d1owSnMxUHpmS2dYV1JwQkp1Zk1zWDg5RHJLVFJQVndHc1pkLVBrWXZaNUFEazVGZkF1WFJ1RUp1N3h1UTJKR3k5YjM2SEJ4RWNaUEpnZk9rN3NqY2F2b2F4ZFNBTlRFMWlPQ2lHWm90c1FEWnJ4OU53R0dfZVA5WTd3a2FaZ1A3d1ZOeVpQY2xvZlRuZnFPM2NveWtIdw?oc=5,Malaysia,Brand Loyal,0.4,50,General Discussion
2023-06-09,Google News,"Starbucks’ Holiday campaign delivered big gains in ad recall, purchase intent and ROAS - Grab",https://news.google.com/rss/articles/CBMi1AFBVV95cUxQdmVWNTlLdE5Mc0ZPVXd5SmFTblk1cERPbFNORm9xSDRLN2ltVVpPM08xdVRXcWRTS2RyN0ZyeFZLWHNQOUJjeXJacnJ3WXFqdHBXU2gzOS10NnkzTFZrenNzTkNSNmN3UFh6QVEtUXhVWkhzVVlSMVg2VXREc2VaTE5wem9rdUh1ano4RDM2NHM5azdUN1FDTlNDTTZUTnJERmd6OFF4SldpZ3VOSkJINHRVZGVpSUJZY2JiV3NrQUVqOEZLQl9IMnBQWXJWcHRsdzM1cg?oc=5,Indonesia,Brand Loyal,0.0,50,General Discussion
2023-06-08,Coffee | TechCrunch,"Green Coffee Co. percolates on $25M to expand in Colombia, launch alcoholic beverages",https://techcrunch.com/2023/06/08/green-coffee-co-25m-colombia-foodtech/,APAC Regional,Quality Focused,-0.217,15,New Openings
2023-06-01,Coffee | TechCrunch,YouTuber Emma Chamberlain adds to coffee empire with ready-to-drink line,https://techcrunch.com/2023/06/01/youtube-emma-chamberlain-coffee-commerce/,APAC Regional,Quality Focused,-0.6,16,General Discussion
2023-03-22,Coffee | TechCrunch,How Fellow bootstrapped for 8 years to build a coffee empire,https://techcrunch.com/2023/03/22/fellow-coffee-grinder-bootstrapped/,APAC Regional,Convenience Seekers,0.1,19,Delivery & Apps
2023-02-23,Google News,GrabFood Announces “40 Best Food Delivery Merchants of the Year” Guaranteed by real foodies at the #GrabThumbsUp Awards 2023 - Grab,https://news.google.com/rss/articles/CBMi2AJBVV95cUxNeFF3REFZNG44d0FwNG5wMzBoeExGUFIzNXlJY1h3VEQ0c0tHOGpId1QzUWdyVmNpSDhpRmNEVEpaT0tfa2NlZlFpZmw5c2F0Rk10TE1Icl9LX0VPUmJIWXlfNFR2SzdweTZuZFYtOFNXQTI3UnZidmVFRG9ncGFzRzJEVTJkUmgyZ2NrY2tjVktjVHRVN3ZfMXM4R1RZbFpXejluaUlNMWEtSU04Q3F4ZHFjTGRIeTZVSGV2aXFXYlNuS2FMY1M2TFlLS2YxaVY5NGI3Y0hlbTRIWmpnVTVWbkVOeUlrc1ZOc0FvQUZFeU5oNk42UGhGTjBNVjFXT2xpWXRGRDBiRWd5VDFGLUdjWkFGaWJGLUhjUVZyNUVOYlY5V1IxdFRqTDRyX2twbFh4VnZJeDE4QkZEbnliN1hDRmROUW1TbEJtQkpyb3dkZlMzS0o0X19rbg?oc=5,Singapore,Convenience Seekers,0.48,50,Delivery & Apps
2022-12-08,Coffee | TechCrunch,Starbucks opens up its web3 loyalty program and NFT community to first beta testers,https://techcrunch.com/2022/12/08/starbucks-opens-up-its-blockchain-based-loyalty-program-and-nft-community-to-first-beta-testers/,APAC Regional,Brand Loyal,0.222,41,New Openings
2022-12-08,Coffee | TechCrunch,6 gifts for coffee lovers looking to up their game,https://techcrunch.com/2022/12/08/gifts-for-coffee-lovers/,APAC Regional,General Consumer,0.017,32,General Discussion
2022-11-03,Coffee | TechCrunch,Bruvi’s new coffee pods bio-degrade faster with the power of enzymes,https://techcrunch.com/2022/11/03/bruvi-b-pods/,APAC Regional,Convenience Seekers,-0.048,35,New Openings
2022-10-05,Coffee | TechCrunch,"My cup boileth over: Now kettles have Wi-Fi too, apparently",https://techcrunch.com/2022/10/05/fellow-stagg-ekg/,APAC Regional,Convenience Seekers,0.273,35,Delivery & Apps
2022-09-09,Coffee | TechCrunch,This coffee machine wants to make capsules a thing of the past,https://techcrunch.com/2022/09/09/bye-capsules/,APAC Regional,Quality Focused,0.106,35,General Discussion
2022-08-15,Google News,GrabFood Invites You to Experience Three Exclusive Collaborative Set Menus by Six #GrabThumbsUp Award-Winning Cafés - Grab,https://news.google.com/rss/articles/CBMi2AJBVV95cUxQSlh3ZHpkTjhMQlFhWmJGM2JLTzhydldrMmZfeHN0VDdjMTFqYmtLSlZaS0F0NzhzdWtZdjlUX3hvMW5FTVdGSXdfdU95cFQ5SGhrVDZFam5Ec3p1VlpXUVY2MUN3Um53eTZXaTByV29GOWhyeTBlcWdhZTlxbVJQeEhPQmRkY3cxbEx4clYwYlRhOERBbkFCcm4tRGpBeFA2UjRTTnRNYmQtTXJIbzRvdkQ1RjBUcDlZNWJ0LXFfd3BpUllWX21MUThpNHREVlZlVm1abWFiYUlJcmdYVGpfMUxtYXo5VldnTHpJVEczdEFndk9PSk9qVk1TUHlFVFY4WVdHWDg2bWNrSGVHTnBRcWlsZnJhaUpiMUkxaWYwa2M2azRJZU5QRHB4QjI4aTRWT01KLThFSVltdk9fcHJCaFlENU5nb2dzWExmVTZKMk9wX2k2WDZJWA?oc=5,Singapore,Convenience Seekers,0.0,50,Delivery & Apps
2022-06-16,Coffee | TechCrunch,Coffee paraphernalia co Fellow brews up a round of funding,https://techcrunch.com/2022/06/16/fellow-raises-funding-round/,APAC Regional,Quality Focused,-0.062,32,General Discussion
2020-08-26,Google News,Sort By: Craving – Sunday Brunch Vibes - Grab,https://news.google.com/rss/articles/CBMiekFVX3lxTE5BVXgyMnI1TGhNR195aExsLVZlMGh4M1I2TktpWDdEb0djelA5bjhPT2RkQ2h6WnQxaFBudlpSRHNEeUtEV2ZEdFBXMFlPWXhidW4tYV9WT2hCMXNtZzJaVFFxbzFyV2NXTjN6ZG83eTFsaEtyc1laY25n?oc=5,Indonesia,Social Drinkers,0.0,50,General Discussion
2019-04-16,Google News,"GRABFOOD, NOW AVAILABLE ON GRAB, THE EVERYDAY SUPER APP - Grab",https://news.google.com/rss/articles/CBMickFVX3lxTE9tWlVKbmdUWjhwZTY4WWpJQnhYVVRhajZDbTQ1M29lN0F6RXh2STF3N085WGJzRE9VVjdZOG12M1RGMUtwcUlDVWdsNWMzRGw1R0U4VnhXS3Z2UnhWdDF4S1Q1SEpXQ1ExS3R3b2phV2tNUQ?oc=5,Indonesia,Convenience Seekers,0.152,50,Delivery & Apps
2019-02-06,Google News,MAXX Coffee Collaborates with GrabFood for Food & Beverage Delivery Service - Grab,https://news.google.com/rss/articles/CBMisAFBVV95cUxQa2YteDVfaTJZX2F2QTNVUzVnYTM3NTU5bjNsVktnSkZpdk9nNmZNWDZkaVBOSjMyUXQ0b2xoc1VnZXFuYXYyWEU4ZEtMdHh1bVVuMWg2Q0puOXZISXFlbENwTFdmRUF4cEdRR05ZU3QwaEZHSWg2bTFHbUJJSDRTWTllVUhOVmZNcFZNZUVMcUxVRHEzZnRnVVRheUNUWFplajludnJRN0RWQ1hmMTluag?oc=5,Indonesia,Convenience Seekers,0.0,50,Delivery & Apps
